civilians,militants_terrorists_insurgents,security_forces,total_number_of_people,district,report_date,state_full,svmlabel1,objecttype,verb
0,1,0,1,udhampur,6/9/2000,Jammu and Kashmir,terrorist,person,killed
5,0,0,5,nagaon,6/9/2000,Assam,civilian,person,arrested
0,1,0,1,baramullah,6/10/2000,Jammu and Kashmir,terrorist,person,arrested
0,4,0,4,kupwara,6/10/2000,Jammu and Kashmir,terrorist,person,killed
,2,,2,rajouri,6/10/2000,Jammu and Kashmir,terrorist,person,killed
1,0,0,1,bandipora,6/10/2000,Jammu and Kashmir,civilian,person,killed
0,7,0,7,sonitpur,6/10/2000,Assam,terrorist,person,surrendered
1,0,0,1,karbi anglong,6/10/2000,Assam,civilian,person,killed
0,3,0,3,poonch,6/12/2000,Jammu and Kashmir,terrorist,person,killed
0,2,0,2,ganderbal,6/12/2000,Jammu and Kashmir,terrorist,person,killed
,,2,2,rajouri,6/12/2000,Jammu and Kashmir,security,person,killed
1,0,0,1,srinagar,6/12/2000,Jammu and Kashmir,civilian,person,killed
2,0,0,2,udhampur,6/12/2000,Jammu and Kashmir,civilian,person,killed
3,0,0,3,udhampur,6/12/2000,Jammu and Kashmir,civilian,person,injured
11,0,1,12,bandipora,6/12/2000,Jammu and Kashmir,security,person,injured
0,2,3,5,poonch,6/12/2000,Jammu and Kashmir,security,person,killed
0,2,0,2,baramulla,6/12/2000,Jammu and Kashmir,terrorist,person,killed
0,0,1,1,rajouri,6/12/2000,Jammu and Kashmir,security,person,killed
0,1,0,1,adilabad,6/12/2000,Andhra Pradesh,civilian,person,killed
0,1,0,1,doda,6/13/2000,Jammu and Kashmir,terrorist,person,killed
5,0,0,5,rajouri,6/13/2000,Jammu and Kashmir,civilian,person,killed
5,0,0,5,rajouri,6/13/2000,Jammu and Kashmir,civilian,person,killed
0,1,0,1,kupwara,6/13/2000,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,jorhat,6/13/2000,Assam,civilian,person,surrendered
0,4,0,4,kupwara,6/14/2000,Jammu and Kashmir,civilian,person,killed
0,7,0,7,kupwara,6/14/2000,Jammu and Kashmir,terrorist,person,killed
0,7,0,7,kupwara,6/14/2000,Jammu and Kashmir,terrorist,person,killed
,2,,2,west tripura,6/14/2000,Tripura,civilian,person,killed
1,0,0,1,dhalai,6/14/2000,Tripura,civilian,person,killed
0,4,1,5,kupwara,6/15/2000,Jammu and Kashmir,security,person,killed
,2,,2,rajouri,6/15/2000,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,doda,6/15/2000,Jammu and Kashmir,terrorist,person,killed
,1,,1,bandipore,6/15/2000,Jammu and Kashmir,terrorist,person,killed
8,0,0,8,anantnag,6/15/2000,Jammu and Kashmir,civilian,person,injured
2,0,0,2,anantapur,6/15/2000,Andhra Pradesh,civilian,person,killed
0,0,1,1,kupwara,6/16/2000,Jammu and Kashmir,civilian,person,killed
2,0,0,2,baramullah,6/16/2000,Jammu and Kashmir,civilian,person,killed
0,1,0,1,bandipora,6/16/2000,Jammu and Kashmir,terrorist,person,killed
0,2,0,2,rajouri,6/16/2000,Jammu and Kashmir,terrorist,person,killed
0,0,2,2,doda,6/16/2000,Jammu and Kashmir,security,person,injured
22,0,0,22,aurangabad,6/17/2000,Bihar,civilian,person,killed
0,3,0,3,rajouri,6/17/2000,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,srinagar,6/17/2000,Jammu and Kashmir,terrorist,person,killed
,,1,1,baramulla,6/17/2000,Jammu and Kashmir,security,person,killed
1,0,0,1,anantnag,6/17/2000,Jammu and Kashmir,civilian,person,injured
0,1,0,1,kupwara,6/19/2000,Jammu and Kashmir,terrorist,person,killed
,,2,2,doda,6/19/2000,Jammu and Kashmir,security,person,killed
0,0,1,1,doda,6/19/2000,Jammu and Kashmir,civilian,person,injured
1,0,0,1,rajouri,6/19/2000,Jammu and Kashmir,civilian,person,killed
0,5,1,6,poonch,6/19/2000,Jammu and Kashmir,security,person,killed
0,2,0,2,kupwara,6/19/2000,Jammu and Kashmir,terrorist,person,killed
,1,,1,kishtwar,6/19/2000,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,srinagar,6/19/2000,Jammu and Kashmir,terrorist,person,killed
3,0,0,3,jammu,6/19/2000,Jammu and Kashmir,civilian,person,killed
,3,,3,poonch,6/19/2000,Jammu and Kashmir,terrorist,person,killed
0,2,0,2,kupwara,6/19/2000,Jammu and Kashmir,terrorist,person,killed
2,,,2,doda,6/19/2000,Jammu and Kashmir,civilian,person,killed
0,5,0,5,jammu,6/19/2000,Jammu and Kashmir,terrorist,person,arrested
0,5,0,5,srinagar,6/19/2000,Jammu and Kashmir,terrorist,person,arrested
0,1,0,1,kupwara,6/19/2000,Jammu and Kashmir,terrorist,person,arrested
3,0,0,3,north tripura,6/19/2000,Tripura,civilian,person,killed
2,,,2,north tripura,6/19/2000,Tripura,civilian,person,injured
0,0,1,1,south tripura,6/19/2000,Tripura,civilian,person,killed
4,0,0,4,south tripura,6/19/2000,Tripura,civilian,person,injured
0,1,0,1,anantpur,6/19/2000,Andhra Pradesh,terrorist,person,killed
0,4,0,4,imphal east,6/19/2000,Manipur,terrorist,person,arrested
0,9,1,10,kupwara,6/20/2000,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,jammu,6/20/2000,Jammu and Kashmir,terrorist,person,killed
1,0,0,1,rajouri,6/20/2000,Jammu and Kashmir,civilian,person,killed
0,1,0,1,kupwara,6/20/2000,Jammu and Kashmir,terrorist,person,arrested
0,1,0,1,jammu,6/21/2000,Jammu and Kashmir,terrorist,person,surrendered
2,9,2,13,jammu,6/21/2000,Jammu and Kashmir,terrorist,person,killed
0,0,4,4,doda,6/21/2000,Jammu and Kashmir,security,person,injured
0,1,0,1,kupwara,6/21/2000,Jammu and Kashmir,terrorist,person,killed
0,3,0,3,poonch,6/21/2000,Jammu and Kashmir,terrorist,person,killed
,1,,1,rajouri,6/21/2000,Jammu and Kashmir,terrorist,person,killed
0,2,1,3,doda,6/21/2000,Jammu and Kashmir,security,person,killed
1,0,0,1,anantnag,6/21/2000,Jammu and Kashmir,civilian,person,killed
2,0,0,2,poonch,6/21/2000,Jammu and Kashmir,civilian,person,killed
,,2,2,dibrugarh,6/21/2000,Assam,security,person,killed
0,2,0,2,cachar,6/21/2000,Assam,terrorist,person,killed
0,1,0,1,sivasagar,6/21/2000,Assam,terrorist,person,arrested
12,,,12,jorhat,6/21/2000,Assam,civilian,person,arrested
0,2,0,2,tinsukia,6/21/2000,Assam,terrorist,person,arrested
0,1,0,1,jammu,6/22/2000,Jammu and Kashmir,civilian,person,killed
0,6,0,6,poonch,6/22/2000,Jammu and Kashmir,terrorist,person,killed
0,2,0,2,srinagar,6/22/2000,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,rajouri,6/22/2000,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,kokrajhar,6/22/2000,Assam,terrorist,person,arrested
,2,,2,sivasagar,6/22/2000,Assam,terrorist,person,arrested
0,1,0,1,dhemaji,6/22/2000,Assam,terrorist,person,killed
0,4,2,6,baramulla,6/23/2000,Jammu and Kashmir,security,person,killed
0,2,0,2,anantnag,6/23/2000,Jammu and Kashmir,terrorist,person,killed
,,1,1,baramullah,6/23/2000,Jammu and Kashmir,security,person,killed
0,1,0,1,baramulla,6/23/2000,Jammu and Kashmir,terrorist,person,arrested
0,2,0,2,srinagar,6/23/2000,Jammu and Kashmir,terrorist,person,killed
0,2,0,2,baramulla,6/23/2000,Jammu and Kashmir,terrorist,person,killed
,1,,1,baramulla,6/23/2000,Jammu and Kashmir,terrorist,person,killed
4,0,0,4,doda,6/23/2000,Jammu and Kashmir,civilian,person,killed
,2,,2,poonch,6/23/2000,Jammu and Kashmir,terrorist,person,arrested
0,2,0,2,srinagar,6/23/2000,Jammu and Kashmir,terrorist,person,arrested
,1,,1,north lakhimpur,6/23/2000,Assam,terrorist,person,killed
,2,,2,nalbari,6/23/2000,Assam,civilian,person,arrested
,2,,2,nalbari,6/23/2000,Assam,terrorist,person,killed
0,0,4,4,kupwara,6/24/2000,Jammu and Kashmir,security,person,killed
0,2,1,3,baramulla,6/24/2000,Jammu and Kashmir,security,person,killed
1,0,0,1,kupwara,6/24/2000,Jammu and Kashmir,civilian,person,killed
2,,,2,karbi anglong,6/24/2000,Assam,civilian,person,killed
4,0,0,4,karbi anglong,6/24/2000,Assam,civilian,person,injured
0,1,0,1,poonch,6/26/2000,Jammu and Kashmir,terrorist,person,killed
0,0,7,7,poonch,6/26/2000,Jammu and Kashmir,security,person,injured
0,3,0,3,rajouri,6/26/2000,Jammu and Kashmir,terrorist,person,killed
0,2,0,2,kupwara,6/26/2000,Jammu and Kashmir,terrorist,person,killed
,,2,2,udhampur,6/26/2000,Jammu and Kashmir,security,person,killed
4,0,0,4,srinagar,6/26/2000,Jammu and Kashmir,civilian,person,injured
0,6,0,6,rajouri,6/26/2000,Jammu and Kashmir,terrorist,person,arrested
0,1,0,1,srinagar,6/26/2000,Jammu and Kashmir,terrorist,person,arrested
0,4,0,4,doda,6/26/2000,Jammu and Kashmir,terrorist,person,killed
1,0,0,1,baramulla,6/26/2000,Jammu and Kashmir,civilian,person,killed
0,0,1,1,baramulla,6/26/2000,Jammu and Kashmir,security,person,killed
1,0,0,1,kupwara,6/26/2000,Jammu and Kashmir,civilian,person,killed
0,0,1,1,kupwara,6/26/2000,Jammu and Kashmir,security,person,injured
0,2,0,2,rajouri,6/26/2000,Jammu and Kashmir,terrorist,person,arrested
0,4,0,4,nagaon,6/26/2000,Assam,terrorist,person,killed
0,1,0,1,jorhat,6/26/2000,Assam,terrorist,person,arrested
0,1,0,1,sibsagar,6/26/2000,Assam,terrorist,person,killed
0,8,0,8,thoubal,6/26/2000,Manipur,terrorist,person,arrested
0,0,2,2,kupwara,6/27/2000,Jammu and Kashmir,security,person,killed
0,2,0,2,anantnag,6/27/2000,Jammu and Kashmir,terrorist,person,killed
,2,,2,udhampur,6/27/2000,Jammu and Kashmir,terrorist,person,killed
0,7,0,7,doda,6/27/2000,Jammu and Kashmir,terrorist,person,arrested
0,9,0,9,sonitpur,6/27/2000,Assam,terrorist,person,surrendered
0,1,0,1,jorhat,6/27/2000,Assam,civilian,person,arrested
4,0,0,4,west tripura,6/27/2000,Tripura,civilian,person,killed
20,0,0,20,west tripura,6/27/2000,Tripura,civilian,person,injured
0,1,2,3,hazaribagh,6/27/2000,Bihar,terrorist,person,killed
1,0,1,1,giridih,6/27/2000,Bihar,civilian,person,killed
0,0,3,3,giridih,6/27/2000,Bihar,civilian,person,injured
0,2,0,2,baramulla,6/28/2000,Jammu and Kashmir,terrorist,person,arrested
0,2,0,2,doda,6/28/2000,Jammu and Kashmir,terrorist,person,killed
0,2,0,2,doda,6/28/2000,Jammu and Kashmir,civilian,person,injured
0,1,0,1,jammu,6/28/2000,Jammu and Kashmir,terrorist,person,killed
,1,,1,rajouri,6/28/2000,Jammu and Kashmir,terrorist,person,killed
0,2,0,2,udhampur,6/28/2000,Jammu and Kashmir,civilian,person,killed
0,2,0,2,udhampur,6/28/2000,Jammu and Kashmir,terrorist,person,killed
1,0,0,1,rajouri,6/28/2000,Jammu and Kashmir,civilian,person,killed
1,0,0,1,doda,6/28/2000,Jammu and Kashmir,civilian,person,killed
0,4,0,4,nagaon,6/29/2000,,terrorist,person,killed
4,0,0,4,srinagar,6/29/2000,,civilian,person,injured
0,1,0,1,doda,6/29/2000,,terrorist,person,killed
2,0,0,2,kupwara,6/29/2000,,civilian,person,killed
1,0,0,1,doda,6/29/2000,,civilian,person,killed
1,0,0,1,udhampur,6/29/2000,,civilian,person,killed
0,2,0,2,budgam,6/29/2000,,terrorist,person,arrested
0,1,0,1,pulwama,6/29/2000,,terrorist,person,arrested
0,2,0,2,srinagar,6/29/2000,,terrorist,person,arrested
2,0,0,2,west tripura,6/29/2000,Tripura,civilian,person,killed
1,0,0,1,karimnagar,6/29/2000,Andhra Pradesh,civilian,person,killed
0,0,6,6,srinagar,6/30/2000,Jammu and Kashmir,security,person,injured
0,2,0,2,budgam,6/30/2000,Jammu and Kashmir,terrorist,person,arrested
0,3,0,3,pulwama,6/30/2000,Jammu and Kashmir,terrorist,person,arrested
,1,,1,kupwara,6/30/2000,Jammu and Kashmir,terrorist,person,killed
1,0,0,1,doda,6/30/2000,Jammu and Kashmir,civilian,person,killed
6,0,0,6,doda,6/30/2000,Jammu and Kashmir,civilian,person,injured
0,0,1,1,udhampur,6/30/2000,Jammu and Kashmir,security,person,injured
0,1,0,1,pulwama,6/30/2000,Jammu and Kashmir,civilian,person,arrested
0,3,0,3,jorhat,6/30/2000,Assam,civilian,person,arrested
0,1,0,1,nizamabad,6/30/2000,Andhra Pradesh,terrorist,person,killed
,1,,1,imphal east,6/30/2000,Manipur,terrorist,person,arrested
0,0,0,7,mamit,7/1/2000,Mizoram,security,person,killed
4,0,0,4,mamit,7/1/2000,Mizoram,civilian,person,injured
0,0,1,1,pulwama,7/1/2000,Jammu and Kashmir,civilian,person,killed
4,0,0,4,pulwama,7/1/2000,Jammu and Kashmir,civilian,person,injured
0,1,0,1,rajouri,7/1/2000,Jammu and Kashmir,terrorist,person,killed
1,0,0,1,pulwama,7/1/2000,Jammu and Kashmir,civilian,person,killed
3,0,0,3,kargil,7/1/2000,Jammu and Kashmir,civilian,person,killed
3,0,0,3,kargil,7/1/2000,Jammu and Kashmir,civilian,person,injured
,,3,3,north cachar hills,7/1/2000,Assam,security,person,killed
0,0,2,2,north cachar hills,7/1/2000,Assam,civilian,person,injured
,2,,2,imphal east,7/1/2000,Manipur,terrorist,person,killed
1,,,1,churachandpur,7/1/2000,Manipur,civilian,person,killed
0,1,0,1,south tripura,7/1/2000,Tripura,terrorist,person,killed
8,0,0,8,jammu,7/4/2000,Jammu and Kashmir,civilian,person,killed
0,0,2,2,bandipora,7/4/2000,Jammu and Kashmir,security,person,killed
0,0,3,3,bandipora,7/4/2000,Jammu and Kashmir,security,person,injured
,2,,2,kupwara,7/4/2000,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,jammu,7/4/2000,Jammu and Kashmir,terrorist,person,killed
0,0,1,1,jammu,7/4/2000,Jammu and Kashmir,security,person,injured
0,0,2,2,guntur,7/4/2000,Andhra Pradesh,security,person,killed
0,1,0,1,dibrugarh,7/4/2000,Assam,terrorist,person,killed
0,2,0,2,jammu,7/5/2000,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,poonch,7/5/2000,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,poonch,7/5/2000,Jammu and Kashmir,civilian,person,injured
0,1,0,1,kupwara,7/5/2000,Jammu and Kashmir,terrorist,person,killed
0,2,0,2,bandipora,7/5/2000,Jammu and Kashmir,terrorist,infrastructure,arrested
1,0,0,1,north tripura,7/5/2000,Tripura,civilian,person,killed
0,3,0,3,kulgam,7/6/2000,Jammu and Kashmir,terrorist,person,killed
0,2,0,2,kulgam,7/6/2000,Jammu and Kashmir,terrorist,person,injured
0,2,0,2,jorhat,7/6/2000,Assam,terrorist,person,killed
0,1,0,1,jorhat,7/6/2000,Assam,terrorist,person,arrested
0,8,0,8,dhalai,7/7/2000,Tripura,terrorist,person,arrested
0,0,2,2,doda,7/8/2000,,security,person,killed
0,4,0,4,ganderbal,7/8/2000,,terrorist,person,arrested
1,0,0,1,budgam,7/8/2000,,civilian,person,killed
0,3,0,3,kulgam,7/8/2000,,terrorist,person,killed
0,1,0,1,north lakhimpur,7/8/2000,Assam,terrorist,person,arrested
0,1,0,1,dhalai,7/8/2000,Tripura,terrorist,person,arrested
1,4,0,5,anantnag,7/10/2000,Jammu and Kashmir,terrorist,person,killed
4,0,0,4,west tripura,7/10/2000,Tripura,civilian,person,injured
2,0,0,2,dhubri,7/10/2000,,terrorist,person,arrested
0,1,0,1,kupwara,7/11/2000,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,karbi anglong,7/11/2000,Assam,terrorist,person,killed
0,1,0,1,anantnag,7/12/2000,Jammu and Kashmir,terrorist,person,killed
0,12,0,12,tamenglong,7/12/2000,Manipur,terrorist,person,killed
0,12,0,12,tamenglong,7/12/2000,Manipur,civilian,person,killed
0,1,0,1,dibrugarh,7/12/2000,Assam,terrorist,person,injured
0,3,0,3,jammu,7/13/2000,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,nalbari,7/13/2000,,terrorist,person,killed
1,0,0,1,baramulla,7/14/2000,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,budgam,7/14/2000,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,doda,7/14/2000,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,kupwara,7/14/2000,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,budgam,7/14/2000,Jammu and Kashmir,terrorist,person,arrested
0,2,0,2,kupwara,7/14/2000,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,karimnagar,7/14/2000,,terrorist,person,killed
0,3,0,3,rajouri,7/15/2000,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,doda,7/15/2000,Jammu and Kashmir,terrorist,person,killed
0,2,2,4,kupwara,7/15/2000,Jammu and Kashmir,security,person,killed
0,2,0,2,kupwara,7/15/2000,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,doda,7/15/2000,Jammu and Kashmir,civilian,person,arrested
0,1,0,1,north lakhimpur,7/15/2000,,terrorist,person,killed
0,1,0,1,nalbari,7/15/2000,,terrorist,person,killed
2,,,2,doda,7/17/2000,Jammu and Kashmir,civilian,person,killed
,1,,1,budgam,7/17/2000,Jammu and Kashmir,terrorist,person,killed
10,0,0,10,karbi anglong,7/17/2000,Assam,civilian,person,killed
0,3,1,4,barpeta,7/17/2000,Assam,security,person,killed
0,3,0,3,south tripura,7/17/2000,Tripura,terrorist,person,arrested
,2,,2,anantnag,7/18/2000,Jammu and Kashmir,terrorist,person,killed
4,2,0,4,anantnag,7/18/2000,Jammu and Kashmir,civilian,person,injured
0,2,0,2,bongaigaon,7/18/2000,Assam,terrorist,person,killed
0,1,0,1,jorhat,7/18/2000,Assam,terrorist,person,surrendered
1,,,1,dhalai,7/18/2000,Tripura,civilian,person,killed
0,2,0,2,dhalai,7/18/2000,Tripura,terrorist,person,arrested
0,8,0,8,karimnagar,7/18/2000,Andhra Pradesh,civilian,person,arrested
0,1,0,1,sibsagar,7/18/2000,Assam,terrorist,person,arrested
6,0,0,6,karbi anglong,7/19/2000,,civilian,person,killed
,1,,1,poonch,7/19/2000,Jammu and Kashmir,terrorist,person,killed
0,4,0,4,pulwama,7/19/2000,Jammu and Kashmir,terrorist,person,arrested
1,0,0,1,poonch,7/19/2000,Jammu and Kashmir,civilian,person,killed
1,,,1,doda,7/19/2000,Jammu and Kashmir,civilian,person,killed
0,18,0,18,karimnagar,7/19/2000,Andhra Pradesh,terrorist,person,surrendered
0,2,0,2,sonitpur,7/19/2000,Assam,terrorist,person,killed
0,1,0,1,nagaon,7/19/2000,Assam,terrorist,person,arrested
0,2,1,3,rajouri,7/20/2000,Jammu and Kashmir,security,person,killed
0,0,1,1,poonch,7/20/2000,Jammu and Kashmir,security,person,killed
1,0,0,1,poonch,7/20/2000,Jammu and Kashmir,civilian,person,injured
0,0,3,3,doda,7/20/2000,Jammu and Kashmir,security,person,injured
0,3,1,4,baramulla,7/20/2000,Jammu and Kashmir,security,person,killed
0,1,0,1,kupwara,7/20/2000,Jammu and Kashmir,terrorist,person,killed
0,5,0,5,pulwama,7/20/2000,Jammu and Kashmir,terrorist,person,arrested
,6,,6,pulwama,7/20/2000,Jammu and Kashmir,terrorist,person,arrested
4,0,0,4,karbi anglong,7/20/2000,,civilian,person,injured
0,0,4,4,bishnupur,7/20/2000,Manipur,security,person,killed
0,0,1,1,bishnupur,7/20/2000,Manipur,civilian,person,injured
0,5,0,5,jorhat,7/20/2000,,civilian,person,arrested
0,0,1,1,adilabad,7/20/2000,,security,person,killed
,6,,6,rajouri,7/21/2000,,terrorist,person,killed
0,2,0,2,kupwara,7/21/2000,,terrorist,person,killed
0,0,1,1,pulwama,7/21/2000,,security,person,killed
2,,,2,doda,7/21/2000,,civilian,person,killed
0,3,0,3,warangal,7/21/2000,Andhra Pradesh,terrorist,person,killed
0,1,0,1,jorhat,7/21/2000,Assam,terrorist,person,surrendered
0,4,0,4,kupwara,7/22/2000,,terrorist,person,killed
,1,,1,kupwara,7/22/2000,,terrorist,person,killed
0,2,0,2,baramulla,7/22/2000,,terrorist,person,killed
0,2,0,2,poonch,7/22/2000,,terrorist,person,killed
0,2,0,2,srinagar,7/22/2000,,terrorist,person,arrested
0,1,0,1,ganderbal,7/22/2000,,terrorist,person,arrested
0,2,0,2,nalbari,7/22/2000,Assam,terrorist,person,killed
5,0,0,5,west tripura,7/22/2000,Tripura,civilian,person,injured
0,3,0,3,kupwara,7/24/2000,Jammu and Kashmir,terrorist,person,killed
,,,4,anantnag,7/24/2000,Jammu and Kashmir,civilian,person,killed
0,1,0,1,badgam,7/24/2000,Jammu and Kashmir,terrorist,person,surrendered
2,0,0,2,anantnag,7/24/2000,Jammu and Kashmir,civilian,person,killed
0,0,0,0,kupwara,7/24/2000,Jammu and Kashmir,civilian,person,killed
0,3,0,3,poonch,7/24/2000,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,poonch,7/24/2000,Jammu and Kashmir,terrorist,person,killed
,1,,1,kupwara,7/25/2000,,terrorist,person,killed
0,1,0,1,jammu,7/25/2000,,terrorist,person,killed
1,0,0,1,baramulla,7/25/2000,,civilian,person,killed
,,1,1,anantnag,7/25/2000,,security,person,injured
0,4,0,4,pulwama,7/25/2000,,terrorist,person,killed
0,2,0,2,kupwara,7/25/2000,,terrorist,person,killed
0,2,0,2,kupwara,7/25/2000,,terrorist,person,killed
1,0,0,1,west tripura,7/25/2000,Tripura,civilian,person,killed
0,2,0,2,dhalai,7/25/2000,Tripura,terrorist,person,arrested
0,1,0,1,east khasi hills,7/25/2000,,civilian,person,arrested
1,0,0,1,kokrajhar,7/25/2000,Assam,terrorist,person,arrested
0,5,0,5,bandipore,7/26/2000,,terrorist,person,killed
0,3,0,3,kathua,7/26/2000,,terrorist,person,arrested
3,0,0,3,north tripura,7/26/2000,,civilian,person,injured
,1,,1,nalbari,7/26/2000,Assam,terrorist,person,killed
0,8,0,8,rajouri,7/27/2000,,terrorist,person,killed
1,0,0,1,poonch,7/27/2000,,civilian,person,killed
0,2,0,2,kupwara,7/27/2000,,terrorist,person,killed
,,2,2,kupwara,7/27/2000,,security,person,injured
0,7,0,7,north cachar hills,7/27/2000,Assam,civilian,person,injured
0,1,0,1,dibrugarh,7/27/2000,Assam,terrorist,person,arrested
0,1,0,1,jalandhar,7/27/2000,Punjab,civilian,person,arrested
0,2,5,7,rajouri,7/28/2000,,security,person,killed
0,2,0,2,kathua,7/28/2000,,terrorist,person,killed
,2,,2,badgam,7/28/2000,,terrorist,person,killed
,1,,1,kupwara,7/28/2000,,terrorist,person,killed
0,0,1,1,srinagar,7/28/2000,,security,person,injured
0,1,0,1,doda,7/28/2000,,terrorist,person,arrested
1,0,0,1,poonch,7/28/2000,,civilian,person,killed
1,0,0,1,leh,7/28/2000,,terrorist,person,killed
0,0,2,2,srinagar,7/29/2000,,security,person,killed
0,0,3,3,srinagar,7/29/2000,,civilian,person,injured
1,5,,6,poonch,7/29/2000,,terrorist,person,killed
0,1,0,1,nalbari,7/31/2000,,terrorist,person,killed
,2,,2,kokrajhar,7/31/2000,,terrorist,person,killed
0,2,0,2,jorhat,7/31/2000,,civilian,person,arrested
0,1,0,1,kupwara,7/31/2000,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,udhampur,7/31/2000,Jammu and Kashmir,terrorist,person,killed
0,0,1,1,srinagar,7/31/2000,Jammu and Kashmir,security,person,injured
0,0,1,1,kupwara,7/31/2000,Jammu and Kashmir,security,person,injured
,,4,4,senapati,7/31/2000,Manipur,security,person,killed
